"story_id","question_id","language_code","cefr_level","prompt","choices_json","correct_index","correct_answer","explanation","canonical_url","license"
"es-la-cena","q3","es","A1","What does the father say to the grandmother during dinner?","[""Thanks for this delicious meal"",""We need more bread"",""Where is dessert?"",""Let's watch a movie""]","0","Thanks for this delicious meal","The father thanks the grandmother for the delicious meal.","https://melolingua.com/learn-spanish/a1-stories/la-cena","CC BY-NC 4.0"
"es-la-cena","q4","es","A1","Which ingredient does the grandmother say the paella needs more of?","[""Salt"",""Saffron"",""Pepper"",""Garlic""]","1","Saffron","Saffron is a key ingredient in paella, giving it its distinctive color.","https://melolingua.com/learn-spanish/a1-stories/la-cena","CC BY-NC 4.0"
"es-la-cena","q5","es","A1","How does the grandmother feel at the end of the day?","[""Tired"",""Sad"",""Happy"",""Angry""]","2","Happy","The grandmother feels happy seeing her family together enjoying dinner.","https://melolingua.com/learn-spanish/a1-stories/la-cena","CC BY-NC 4.0"
"es-mi-nuevo-vecino","q1","es","A1","Where is Carlos from?","[""Spain"",""Mexico"",""Argentina"",""Chile""]","1","Mexico","Carlos is from Mexico, as mentioned at the beginning of the story.","https://melolingua.com/learn-spanish/a1-stories/mi-nuevo-vecino","CC BY-NC 4.0"
"es-mi-nuevo-vecino","q2","es","A1","What does Carlos bring with him?","[""A bicycle and a dog"",""A big box and a cat"",""A car and a plant"",""A book and a lamp""]","1","A big box and a cat","Carlos brings a big box and a curious cat named Luna.","https://melolingua.com/learn-spanish/a1-stories/mi-nuevo-vecino","CC BY-NC 4.0"
"es-mi-nuevo-vecino","q3","es","A1","What does Ana do after moving the boxes?","[""Invites Carlos to dinner"",""Invites Carlos for coffee"",""Goes home"",""Calls her friends""]","1","Invites Carlos for coffee","Ana invites Carlos for coffee, which starts a conversation.","https://melolingua.com/learn-spanish/a1-stories/mi-nuevo-vecino","CC BY-NC 4.0"
"es-mi-nuevo-vecino","q4","es","A1","How does Ana describe Carlos?","[""Kind"",""Serious"",""Shy"",""Loud""]","0","Kind","Ana thinks Carlos is very kind, which is a good quality in a neighbor.","https://melolingua.com/learn-spanish/a1-stories/mi-nuevo-vecino","CC BY-NC 4.0"
"es-una-llamada-a-mama","q1","es","A1","What does Marcos do when he comes out of the subway?","[""Dials his mom's number"",""Buys churros at the station"",""Goes directly to the museum""]","0","Dials his mom's number","Marcos calls his mom right after leaving the subway.","https://melolingua.com/learn-spanish/a1-stories/una-llamada-a-mama","CC BY-NC 4.0"
"es-una-llamada-a-mama","q2","es","A1","What does his mother remind him about home?","[""To turn off his phone all day"",""To hang up his coat and close the fridge properly"",""Not to open any windows""]","1","To hang up his coat and close the fridge properly","Marcos's mother gives him practical advice for keeping the home.","https://melolingua.com/learn-spanish/a1-stories/una-llamada-a-mama","CC BY-NC 4.0"
"es-una-llamada-a-mama","q3","es","A1","Why does Marcos smile at the end?","[""Because his mother's affection makes his day better"",""Because he forgot his bag"",""Because his mother didn't answer""]","0","Because his mother's affection makes his day better","The brief call and his mother's affection make Marcos feel better.","https://melolingua.com/learn-spanish/a1-stories/una-llamada-a-mama","CC BY-NC 4.0"
"es-el-viaje-en-tren","q1","es","A2","Why did Mateo arrive early at the station?","[""Because he wanted to buy a ticket"",""Because he didn't want to miss the train"",""Because he wanted to get a coffee""]","1","Because he didn't want to miss the train","Mateo arrived early because he didn't want to miss the train.","https://melolingua.com/learn-spanish/a2-stories/el-viaje-en-tren","CC BY-NC 4.0"
"es-el-viaje-en-tren","q2","es","A2","What did Mateo do when he saw the delay on the screen?","[""He got worried and left"",""He bought a coffee and waited"",""He called his cousin""]","1","He bought a coffee and waited","Mateo bought a coffee and waited, sitting with his backpack.","https://melolingua.com/learn-spanish/a2-stories/el-viaje-en-tren","CC BY-NC 4.0"
"es-el-viaje-en-tren","q3","es","A2","Who did Mateo talk to at the station?","[""A man traveling to Madrid"",""A woman who was also going to Valencia"",""A station employee""]","1","A woman who was also going to Valencia","Mateo talked to a woman who was also traveling to Valencia.","https://melolingua.com/learn-spanish/a2-stories/el-viaje-en-tren","CC BY-NC 4.0"
"es-el-viaje-en-tren","q4","es","A2","What did Mateo think about the train delay?","[""That it was very annoying"",""That sometimes a delay can bring a pleasant conversation"",""That he didn't mind it""]","1","That sometimes a delay can bring a pleasant conversation","Mateo thought that sometimes a delay can bring a pleasant conversation.","https://melolingua.com/learn-spanish/a2-stories/el-viaje-en-tren","CC BY-NC 4.0"
"es-fin-de-semana-en-granada","q1","es","A2","How does Laura's suitcase sound on the stairs?","[""It squeaks like a mouse"",""It rings like a bell"",""It makes no sound""]","0","It squeaks like a mouse","The story explicitly says that Laura's suitcase squeaks like a mouse on every staircase.","https://melolingua.com/learn-spanish/a2-stories/fin-de-semana-en-granada","CC BY-NC 4.0"
"es-fin-de-semana-en-granada","q2","es","A2","How did Laura describe the Alhambra from the viewpoint?","[""Like a fairytale castle"",""Like a golden treasure"",""Like a snowy mountain""]","1","Like a golden treasure","From the viewpoint, the Alhambra shone like a golden treasure against the blue sky.","https://melolingua.com/learn-spanish/a2-stories/fin-de-semana-en-granada","CC BY-NC 4.0"
"es-fin-de-semana-en-granada","q3","es","A2","What did Laura do on Sunday morning?","[""Visited a museum"",""Shared a Spanish omelette"",""Bought souvenirs""]","1","Shared a Spanish omelette","On Sunday, Laura shared a Spanish omelette with vegetables.","https://melolingua.com/learn-spanish/a2-stories/fin-de-semana-en-granada","CC BY-NC 4.0"
"es-la-panaderia-del-sabado","q1","es","A2","Why did Sofía go out early?","[""She wanted fresh bread before the line formed"",""Don Ramón had asked her to help at the bakery"",""The neighborhood library had closed""]","0","She wanted fresh bread before the line formed","The text says she wanted to buy bread before the line formed.","https://melolingua.com/learn-spanish/a2-stories/la-panaderia-del-sabado","CC BY-NC 4.0"
"es-la-panaderia-del-sabado","q2","es","A2","What does Don Ramón offer Sofía?","[""A piece of rosemary focaccia"",""A train ticket to Valencia"",""A book of ancient history""]","0","A piece of rosemary focaccia","Don Ramón offers Sofía a piece of rosemary focaccia.","https://melolingua.com/learn-spanish/a2-stories/la-panaderia-del-sabado","CC BY-NC 4.0"
"es-la-panaderia-del-sabado","q3","es","A2","What is the weather like when she crosses the plaza?","[""There is a light drizzle"",""It's extremely hot"",""It's snowing nonstop""]","0","There is a light drizzle","Sofía crosses the plaza under a light drizzle.","https://melolingua.com/learn-spanish/a2-stories/la-panaderia-del-sabado","CC BY-NC 4.0"
"es-primer-dia-en-la-oficina","q1","es","A2","How early does Javier arrive?","[""Fifteen minutes early"",""After the official building alarm rang"",""Two hours late""]","0","Fifteen minutes early","Javier arrives fifteen minutes early because he heard that punctuality is important.","https://melolingua.com/learn-spanish/a2-stories/primer-dia-en-la-oficina","CC BY-NC 4.0"
"es-primer-dia-en-la-oficina","q2","es","A2","What does Ana teach Javier about using the elevator?","[""Sometimes it's better to use the card before the button"",""He should never touch the internal buttons"",""He must play classical music while waiting""]","0","Sometimes it's better to use the card before the button","Ana shows Javier that sometimes it's better to use the card before pressing the button.","https://melolingua.com/learn-spanish/a2-stories/primer-dia-en-la-oficina","CC BY-NC 4.0"
"es-primer-dia-en-la-oficina","q3","es","A2","What does Javier send near midday?","[""A brief email with monthly goals and a quick response promise"",""An illegal email hidden in physical paper"",""Handwritten letters without signatures""]","0","A brief email with monthly goals and a quick response promise","Javier sends a brief email with modest monthly goals.","https://melolingua.com/learn-spanish/a2-stories/primer-dia-en-la-oficina","CC BY-NC 4.0"
"es-una-tarde-en-la-biblioteca","q1","es","A2","Why did Clara decide to go to the library?","[""Because she wanted to read a new book"",""Because there was too much noise at home"",""Because she wanted to meet a teacher""]","1","Because there was too much noise at home","Clara went to the library because there was too much noise at home.","https://melolingua.com/learn-spanish/a2-stories/una-tarde-en-la-biblioteca","CC BY-NC 4.0"
"es-una-tarde-en-la-biblioteca","q2","es","A2","What was Clara's brother doing at home?","[""He was cooking"",""He was listening to music"",""He was watching TV""]","1","He was listening to music","Clara's brother was blasting music in the house.","https://melolingua.com/learn-spanish/a2-stories/una-tarde-en-la-biblioteca","CC BY-NC 4.0"
"es-una-tarde-en-la-biblioteca","q3","es","A2","What recommendation did the elderly man give Clara?","[""A book about ancient travels"",""A cookbook"",""A math book""]","0","A book about ancient travels","The elderly man, a former history teacher, recommended a book about ancient travels.","https://melolingua.com/learn-spanish/a2-stories/una-tarde-en-la-biblioteca","CC BY-NC 4.0"
"es-el-puente-de-septiembre","q1","es","B1","What had Marcos and Carla planned for the September long weekend?","[""Go hiking in the mountains"",""Go to the beach to sunbathe and swim"",""Visit a museum in Cádiz""]","1","Go to the beach to sunbathe and swim","They had planned to lie in the sun and swim all weekend.","https://melolingua.com/learn-spanish/b1-stories/el-puente-de-septiembre","CC BY-NC 4.0"
"es-el-puente-de-septiembre","q2","es","B1","Why do they change their plans?","[""Because the hostel was closed"",""Because it started raining and the wind was blowing hard"",""Because they lost their car keys""]","1","Because it started raining and the wind was blowing hard","Saturday dawned cloudy, the wind was blowing hard, and it started raining.","https://melolingua.com/learn-spanish/b1-stories/el-puente-de-septiembre","CC BY-NC 4.0"
"es-el-puente-de-septiembre","q3","es","B1","Who recommends the Pájaros cove to them?","[""The hostel owner"",""An elderly man from the village in a bar"",""A tourist sign on the beach""]","1","An elderly man from the village in a bar","An elderly man from the village overheard them talking in a bar and recommended the cove.","https://melolingua.com/learn-spanish/b1-stories/el-puente-de-septiembre","CC BY-NC 4.0"
"es-el-puente-de-septiembre","q4","es","B1","How is the path to the cove described?","[""Wide and paved"",""Narrow and slippery from the rain"",""Flat and obstacle-free""]","1","Narrow and slippery from the rain","The trail was narrow and slippery from the rain.","https://melolingua.com/learn-spanish/b1-stories/el-puente-de-septiembre","CC BY-NC 4.0"
"es-el-puente-de-septiembre","q5","es","B1","What do Marcos and Carla think about the change of plans at the end?","[""That it was a waste of time"",""That a frustrated plan is sometimes the best plan"",""That they should have gone to another beach""]","1","That a frustrated plan is sometimes the best plan","Marcos says ""Thank goodness we didn't stay at the beach"" and the narrator concludes that a frustrated plan is sometimes the best plan.","https://melolingua.com/learn-spanish/b1-stories/el-puente-de-septiembre","CC BY-NC 4.0"
"es-la-bandeja-equivocada","q1","es","B1","What does Lucía order at the bakery-café?","[""A tray of mini croissants for her studio meeting"",""A birthday cake for her brother"",""A loaf of bread and orange juice""]","0","A tray of mini croissants for her studio meeting","She orders two coffees and a tray of mini croissants for a meeting at the studio.","https://melolingua.com/learn-spanish/b1-stories/la-bandeja-equivocada","CC BY-NC 4.0"
"es-la-bandeja-equivocada","q2","es","B1","What mistake does Clara make?","[""She throws away the receipt."",""She gives Lucía’s tray to another customer by mistake."",""She forgets to charge Lucía for the coffees.""]","1","She gives Lucía’s tray to another customer by mistake.","Clara says “se la di al señor del abrigo azul,” meaning she gave it to the man in the blue coat.","https://melolingua.com/learn-spanish/b1-stories/la-bandeja-equivocada","CC BY-NC 4.0"
"es-la-bandeja-equivocada","q3","es","B1","What does Lucía’s condition show about her?","[""She wants the customer to pay double."",""She wants Clara to quit her job."",""She does not want the confused customer to be embarrassed publicly.""]","2","She does not want the confused customer to be embarrassed publicly.","Lucía accepts the owner’s solution if they promise not to embarrass the man in front of everyone.","https://melolingua.com/learn-spanish/b1-stories/la-bandeja-equivocada","CC BY-NC 4.0"
"es-la-bandeja-equivocada","q4","es","B1","What does the confused customer do ten minutes later?","[""He returns with the box almost full and apologizes"",""He phones the bakery to complain"",""He keeps the pastries and leaves town""]","0","He returns with the box almost full and apologizes","The story says the man returns with the box almost full and apologizes for taking it without looking.","https://melolingua.com/learn-spanish/b1-stories/la-bandeja-equivocada","CC BY-NC 4.0"
"es-la-carta-de-reclamacion","q1","es","B1","What is the main problem Sofia must solve?","[""Draft a complaint letter for an unsatisfied client"",""Prepare a presentation for the board"",""Answer accumulated emails from the week""]","0","Draft a complaint letter for an unsatisfied client","Sofia needs to draft a complaint letter for a client who received an incomplete order.","https://melolingua.com/learn-spanish/b1-stories/la-carta-de-reclamacion","CC BY-NC 4.0"
"es-la-carta-de-reclamacion","q2","es","B1","What had the client done before the problem?","[""Cancelled the order by phone"",""Paid for the order in advance"",""Changed suppliers""]","1","Paid for the order in advance","The client had paid in advance and the material not only arrived late but was missing three boxes.","https://melolingua.com/learn-spanish/b1-stories/la-carta-de-reclamacion","CC BY-NC 4.0"
"es-la-carta-de-reclamacion","q3","es","B1","What problem does Marta point out about the letter?","[""That Sofia should ignore the warehouse error"",""That the challenge is proposing a solution without seeming weak"",""That the letter is too long""]","1","That the challenge is proposing a solution without seeming weak","Marta says the problem isn't acknowledging the error, but proposing a solution without seeming weak.","https://melolingua.com/learn-spanish/b1-stories/la-carta-de-reclamacion","CC BY-NC 4.0"
"es-la-carta-de-reclamacion","q4","es","B1","What solution appears in Sofia's final version of the letter?","[""She explains the facts, apologizes, and proposes a process-review meeting"",""Cancels the contract with the client"",""Promises a routine discount for every warehouse mistake""]","0","She explains the facts, apologizes, and proposes a process-review meeting","After her boss rejects routine discounts, Sofia objectively explains the facts, apologizes, and proposes a meeting to review the internal process.","https://melolingua.com/learn-spanish/b1-stories/la-carta-de-reclamacion","CC BY-NC 4.0"
"es-la-carta-de-reclamacion","q5","es","B1","What conclusion does Sofia draw about professional communication?","[""That firmness without courtesy is more effective"",""That well-used courtesy can be more powerful than pressure"",""That it's best to avoid formal letters""]","1","That well-used courtesy can be more powerful than pressure","Sofia concludes that well-used courtesy is more powerful than pressure.","https://melolingua.com/learn-spanish/b1-stories/la-carta-de-reclamacion","CC BY-NC 4.0"
"es-la-cola-en-el-banco","q1","es","B1","Where is Ana waiting at the beginning of the story?","[""At the market"",""In a bank queue"",""At the doctor's office""]","1","In a bank queue","Ana placed herself at the end of the bank queue, which was full.","https://melolingua.com/learn-spanish/b1-stories/la-cola-en-el-banco","CC BY-NC 4.0"
"es-la-cola-en-el-banco","q2","es","B1","Why does the wait get longer?","[""Because the teller went to lunch"",""Because the number machine jammed"",""Because the bank closed""]","1","Because the number machine jammed","The ticket machine jammed and the receptionist had to restart it.","https://melolingua.com/learn-spanish/b1-stories/la-cola-en-el-banco","CC BY-NC 4.0"
"es-la-cola-en-el-banco","q3","es","B1","What problem does Ana have besides the queue?","[""She lost her wallet"",""Her phone battery is low and she'll be late for the doctor"",""She didn't bring her ID""]","1","Her phone battery is low and she'll be late for the doctor","Ana calculates she'll be late for her doctor's appointment and her phone battery is low.","https://melolingua.com/learn-spanish/b1-stories/la-cola-en-el-banco","CC BY-NC 4.0"
"es-la-cola-en-el-banco","q4","es","B1","What does the elderly lady do when she talks on the phone?","[""Asks her daughter to come quickly"",""Tells her daughter she already got the money and doesn't need to come"",""Calls the bank to complain""]","1","Tells her daughter she already got the money and doesn't need to come","The lady says: ""I already got the money. You don't need to come.""","https://melolingua.com/learn-spanish/b1-stories/la-cola-en-el-banco","CC BY-NC 4.0"
"es-la-cola-en-el-banco","q5","es","B1","What does Ana do at the end of the story?","[""Leaves the bank angry"",""Offers her place in line to the elderly lady"",""Calls the doctor from the bank phone""]","1","Offers her place in line to the elderly lady","Ana, hearing the conversation, feels empathy and offers her place in line to the elderly lady.","https://melolingua.com/learn-spanish/b1-stories/la-cola-en-el-banco","CC BY-NC 4.0"
"es-la-feria-del-libro-en-madrid","q1","es","B1","What mix of scents marks Isa's memory?","[""Fresh paper with roasted peppers"",""Hot chocolate with milk and new gasoline"",""Only burnt paper and strong medicinal smell""]","0","Fresh paper with roasted peppers","The aroma of fresh paper and roasted peppers is a unique mix that marks her memory.","https://melolingua.com/learn-spanish/b1-stories/la-feria-del-libro-en-madrid","CC BY-NC 4.0"
"es-la-feria-del-libro-en-madrid","q2","es","B1","What does she buy after suffering through the eternal wait?","[""A novel about a protagonist who collects lost posters"",""Only three gastronomic maps without usable text"",""A newspaper without Spanish articles""]","0","A novel about a protagonist who collects lost posters","Isa buys a peculiar novel about a protagonist who collects lost posters.","https://melolingua.com/learn-spanish/b1-stories/la-feria-del-libro-en-madrid","CC BY-NC 4.0"
"es-la-feria-del-libro-en-madrid","q3","es","B1","What does she admit to the nearby writer?","[""She leaves books unfinished if the rhythm breaks too late"",""She never abandons books"",""She prefers collecting sneakers""]","0","She leaves books unfinished if the rhythm breaks too late","Isa confesses that if a book's rhythm breaks too late, she leaves it unfinished.","https://melolingua.com/learn-spanish/b1-stories/la-feria-del-libro-en-madrid","CC BY-NC 4.0"
"es-la-fila-en-la-farmacia","q1","es","B1","Why does Elena need a nasal spray?","[""City dust dries her throat before her trip to Córdoba"",""She is collecting medicine for her brother"",""The pharmacy asked her to test a new product""]","0","City dust dries her throat before her trip to Córdoba","The story says that city dust dries Elena's throat before her trip to Córdoba.","https://melolingua.com/learn-spanish/b1-stories/la-fila-en-la-farmacia","CC BY-NC 4.0"
"es-la-fila-en-la-farmacia","q2","es","B1","What is happening on Elena’s phone during the wait?","[""Her mother is on speaker discussing weekend plans"",""She is watching a travel video about Lisbon"",""She is texting her boss about a meeting""]","0","Her mother is on speaker discussing weekend plans","«Su madre, al altavoz, hablaba del domingo en el pueblo»—her mother on speakerphone talks about Sunday in the village.","https://melolingua.com/learn-spanish/b1-stories/la-fila-en-la-farmacia","CC BY-NC 4.0"
"es-la-fila-en-la-farmacia","q3","es","B1","What does the woman in line recommend?","[""Buying the spray at the supermarket next door"",""Drinking more water and avoiding the sun at midday"",""Calling a doctor before any train trip""]","1","Drinking more water and avoiding the sun at midday","The stranger says «beba más agua y no salga al sol del mediodía»—classic Andalusian practical advice during a heatwave.","https://melolingua.com/learn-spanish/b1-stories/la-fila-en-la-farmacia","CC BY-NC 4.0"
"es-el-ascensor-que-no-llega","q1","es","B2","What makes Paula and Don Ricardo's encounter in the stairwell different from their usual interactions?","[""They had never spoken before that day"",""The broken elevator forces them to walk together and have an actual conversation"",""Don Ricardo had called a building meeting""]","1","The broken elevator forces them to walk together and have an actual conversation","Paula had never exchanged more than 'buenos días' with him. The forced proximity of the stairs creates a space for real conversation.","https://melolingua.com/learn-spanish/b2-stories/el-ascensor-que-no-llega","CC BY-NC 4.0"
"es-el-ascensor-que-no-llega","q2","es","B2","What does Don Ricardo reveal about himself during the climb?","[""He used to work at a printing press and has lived in the building for forty years"",""He is planning to move to another city"",""He owns the building""]","0","He used to work at a printing press and has lived in the building for forty years","Don Ricardo states 'Antes de jubilarme, trabajaba en una imprenta. Llevo cuarenta años en este edificio' — two biographical details that humanize him.","https://melolingua.com/learn-spanish/b2-stories/el-ascensor-que-no-llega","CC BY-NC 4.0"
"es-el-ascensor-que-no-llega","q3","es","B2","What does the phrase 'ojalá la ciudad no hubiera cambiado tanto' reveal about Paula?","[""She disagrees with Don Ricardo's nostalgia"",""She actually shares Don Ricardo's sentiment about urban change, using the pluperfect subjunctive"",""She is planning to move to the countryside""]","1","She actually shares Don Ricardo's sentiment about urban change, using the pluperfect subjunctive","Paula's use of 'ojalá... no hubiera cambiado' (pluperfect subjunctive with ojalá) shows she shares his regret about urban transformation, expressing a wish for a counterfactual past.","https://melolingua.com/learn-spanish/b2-stories/el-ascensor-que-no-llega","CC BY-NC 4.0"
"es-el-ascensor-que-no-llega","q4","es","B2","What does Don Ricardo offer to do at the end of their encounter?","[""Move to a ground-floor apartment"",""Wait for her at six the next day so she doesn't walk alone"",""Call the elevator repair company himself""]","1","Wait for her at six the next day so she doesn't walk alone","Don Ricardo says 'Si el ascensor no se arregla pronto, mañana a las seis la espero para bajar. Así no sube sola' — an offer of companionship born from their conversation.","https://melolingua.com/learn-spanish/b2-stories/el-ascensor-que-no-llega","CC BY-NC 4.0"
"es-el-ascensor-que-no-llega","q5","es","B2","What is the significance of Paula's final thought, 'Ojalá el ascensor tarde un poco más en arreglarse'?","[""She is afraid of heights and prefers the stairs"",""She secretly hopes the elevator stays broken so they keep meeting"",""She is angry at the building management""]","1","She secretly hopes the elevator stays broken so they keep meeting","Paula's ironic wish that the elevator take longer to fix reveals that the broken elevator has created a human connection she values — a subtle, B2-level emotional insight.","https://melolingua.com/learn-spanish/b2-stories/el-ascensor-que-no-llega","CC BY-NC 4.0"
"es-el-juicio","q1","es","B2","What makes the lawsuit seem simple at first?","[""It involves a large corporation"",""It is about a poorly measured property boundary"",""The defendant has already confessed""]","1","It is about a poorly measured property boundary","The story states 'La demanda parecía sencilla: un límite de finca mal medido' — a simple boundary dispute.","https://melolingua.com/learn-spanish/b2-stories/el-juicio","CC BY-NC 4.0"
"es-el-juicio","q2","es","B2","What unexpected information does the witness reveal during cross-examination?","[""That the wall was built illegally"",""That Don Emilio has a brother who was the original owner with a verbal agreement"",""That the judge was involved in the original sale""]","1","That Don Emilio has a brother who was the original owner with a verbal agreement","The witness mentions Don Emilio is not the original owner — his brother was, with an unwritten verbal agreement: 'un acuerdo verbal que nunca se escribió.'","https://melolingua.com/learn-spanish/b2-stories/el-juicio","CC BY-NC 4.0"
"es-el-juicio","q3","es","B2","Why does Andrea change her legal strategy?","[""She realizes the case is about an oral promise, not just a wall boundary"",""She decides to withdraw from the case"",""She wants to delay the proceedings""]","0","She realizes the case is about an oral promise, not just a wall boundary","Andrea realizes 'el caso ya no trataba de un muro, sino de algo más delicado: una promesa entre hermanos' and shifts to arguing 'posesión continuada' instead.","https://melolingua.com/learn-spanish/b2-stories/el-juicio","CC BY-NC 4.0"
"es-el-juicio","q4","es","B2","What is the judge's final ruling?","[""He rules entirely against Don Emilio"",""He recognizes Don Emilio's right but orders symbolic compensation"",""He dismisses the case completely""]","1","He recognizes Don Emilio's right but orders symbolic compensation","The judge issues a split ruling: 'reconoció el derecho de don Emilio, pero le ordenó pagar una indemnización simbólica al demandante por la falta de documentación.'","https://melolingua.com/learn-spanish/b2-stories/el-juicio","CC BY-NC 4.0"
"es-el-juicio","q5","es","B2","Which grammatical structure is used in 'Andrea insistió en que su cliente actuó de buena fe' that signals formal legal discourse?","[""Imperfect subjunctive with 'insistir en que'"",""Preterite indicative after 'insistir en que' for a factual claim"",""Conditional perfect""]","1","Preterite indicative after 'insistir en que' for a factual claim","'Insistir en que' is followed by the indicative ('actuó') because Andrea is asserting a fact, not expressing doubt. In legal Spanish, this choice of mood carries evidentiary weight.","https://melolingua.com/learn-spanish/b2-stories/el-juicio","CC BY-NC 4.0"
"es-el-mercado-de-artesanos","q1","es","B2","What does Clara notice about the artisan when she asks about the jaguar piece?","[""He refuses to sell it"",""His gaze suggests the piece is more than a souvenir"",""He demands a much higher price""]","1","His gaze suggests the piece is more than a souvenir","Clara senses 'algo en la mirada del artesano la hizo sentir que aquella pieza no era un simple recuerdo de viaje' — there is implicit meaning the piece carries.","https://melolingua.com/learn-spanish/b2-stories/el-mercado-de-artesanos","CC BY-NC 4.0"
"es-el-mercado-de-artesanos","q2","es","B2","Why doesn't Pablo translate what the artisan says in his mother tongue?","[""He doesn't speak Zapotec himself"",""He didn't know if it was important enough to translate"",""He was angry at the artisan""]","1","He didn't know if it was important enough to translate","Pablo admits 'no quise traducirlo porque no sabía si era para tanto' — he didn't judge the story as worth translating, revealing a cultural filter.","https://melolingua.com/learn-spanish/b2-stories/el-mercado-de-artesanos","CC BY-NC 4.0"
"es-el-mercado-de-artesanos","q3","es","B2","What story does the jaguar figure represent?","[""A mythical Zapotec king"",""The guardian of a spring that disappeared when roads were built"",""A hunting trophy from the jungle""]","1","The guardian of a spring that disappeared when roads were built","The jaguar was 'el guardián de un manantial que su abuelo había protegido hasta que llegaron las carreteras' — a symbol of environmental loss.","https://melolingua.com/learn-spanish/b2-stories/el-mercado-de-artesanos","CC BY-NC 4.0"
"es-el-mercado-de-artesanos","q4","es","B2","What does Clara conclude about the experience at the end?","[""She regrets not learning Zapotec before traveling"",""She prefers not having understood the full translation, as some stories feel better without exact words"",""She will only buy from tourist shops in the future""]","1","She prefers not having understood the full translation, as some stories feel better without exact words","Clara says 'Prefiero no haber entendido la traducción completa. Algunas historias se sienten mejor sin palabras exactas' — embracing the ambiguity.","https://melolingua.com/learn-spanish/b2-stories/el-mercado-de-artesanos","CC BY-NC 4.0"
"es-el-mercado-de-artesanos","q5","es","B2","Which grammatical feature of the phrase 'guardaba la memoria del lugar donde él creció' makes it higher-level Spanish?","[""The use of the conditional perfect"",""The imperfect 'guardaba' for a state that persists and 'donde' with preterite 'creció'"",""The imperative form of 'guardar'""]","1","The imperfect 'guardaba' for a state that persists and 'donde' with preterite 'creció'","The imperfect 'guardaba' describes an ongoing quality (the figure holds memory), while 'donde él creció' uses preterite for a completed past action — a B2-level tense contrast.","https://melolingua.com/learn-spanish/b2-stories/el-mercado-de-artesanos","CC BY-NC 4.0"
"es-el-vuelo-reprogramado","q1","es","B2","What happened to Pablo’s original flight?","[""It was delayed thirty minutes"",""It was cancelled because of fog in Lisbon"",""He missed check-in at the airport""]","1","It was cancelled because of fog in Lisbon","The airline app and the agent both cite fog in Lisbon («niebla en Lisboa») as the reason the flight was cancelled, not a simple delay.","https://melolingua.com/learn-spanish/b2-stories/el-vuelo-reprogramado","CC BY-NC 4.0"
"es-el-vuelo-reprogramado","q2","es","B2","Why does Pablo go to Atocha instead of staying at the airport?","[""He prefers the café on the platform"",""His new plan combines a train to Lisbon with a morning connection"",""He lost his passport at the station""]","1","His new plan combines a train to Lisbon with a morning connection","The agent offers a night train plus a morning connection; Pablo accepts and heads to platform 8 with a new ticket on his phone.","https://melolingua.com/learn-spanish/b2-stories/el-vuelo-reprogramado","CC BY-NC 4.0"
"es-el-vuelo-reprogramado","q3","es","B2","Which detail shows preterite narration of completed events?","[""«La pantalla parpadeó y cancelaron el vuelo de las diez»"",""«Los altavoces nunca dejan de anunciar retrasos»"",""«Pablo lleva una maleta pequeña»""]","0","«La pantalla parpadeó y cancelaron el vuelo de las diez»","«Parpadeó» and «cancelaron» are preterite: the screen blinked once, and the airline cancelled the flight—finished actions pushing the plot forward.","https://melolingua.com/learn-spanish/b2-stories/el-vuelo-reprogramado","CC BY-NC 4.0"
"es-la-entrevista-final","q1","es","B2","What makes the silent woman question different from the others Valeria had been asked?","[""It is a technical question about her field"",""It asks about a real failure that still hurts, not a rehearsed lesson-learned answer"",""It is in English""]","1","It asks about a real failure that still hurts, not a rehearsed lesson-learned answer","The woman asks for a real mistake that still causes pain, which is deliberately outside the standard interview script.","https://melolingua.com/learn-spanish/b2-stories/la-entrevista-final","CC BY-NC 4.0"
"es-la-entrevista-final","q2","es","B2","How does Valeria respond to the unexpected question?","[""She deflects and talks about a minor scheduling conflict"",""She honestly describes a product launch where she made unilateral decisions and two people quit"",""She asks for time to think and does not answer""]","1","She honestly describes a product launch where she made unilateral decisions and two people quit","Valeria tells the truth about a failed product launch where she acted unilaterally to meet a deadline, causing two resignations.","https://melolingua.com/learn-spanish/b2-stories/la-entrevista-final","CC BY-NC 4.0"
"es-la-entrevista-final","q3","es","B2","What does Valeria say she learned from that failure?","[""That deadlines should never be compromised"",""That leadership means creating a safe space for feedback and earning trust through listening"",""That she should never lead a team again""]","1","That leadership means creating a safe space for feedback and earning trust through listening","Valeria says leadership is not just making the right decisions but creating a space where the team can speak honestly without fear.","https://melolingua.com/learn-spanish/b2-stories/la-entrevista-final","CC BY-NC 4.0"
"es-la-entrevista-final","q4","es","B2","What does the observer say after Valeria honest answer?","[""She looks disappointed and closes her notebook"",""She thanks Valeria for her honesty and invites her to speak with the CEO"",""She leaves the room without comment""]","1","She thanks Valeria for her honesty and invites her to speak with the CEO","The silent woman catches Valeria in the elevator and says she should come back to speak with the director general, validating her honesty.","https://melolingua.com/learn-spanish/b2-stories/la-entrevista-final","CC BY-NC 4.0"
